SERIAL NUMBER,ID,RESULT,RESPONSE TIME,STATUS CODE,"ERROR CODE","ERROR MESSAGE",ENVIRONMENT,VERSION
66,60393,PASS,2265,200,"","",arc,v1
67,112142,PASS,2028,200,"","",arc,v1
68,112174,PASS,2105,200,"","",arc,v1
69,112396,PASS,2059,200,"","",arc,v1
70,176447,PASS,2133,200,"","",arc,v1
71,129877,PASS,2245,200,"","",arc,v1
72,174711,PASS,1919,200,"","",arc,v1
73,179106,PASS,2147,200,"","",arc,v1
74,135231,PASS,2100,200,"","",arc,v1
75,189384,PASS,2026,200,"","",arc,v1
76,191829,PASS,2147,200,"","",arc,v1
77,210490,PASS,2105,200,"","",arc,v1
78,233334,PASS,2065,200,"","",arc,v1
79,236829,PASS,2108,200,"","",arc,v1
80,257356,PASS,2085,200,"","",arc,v1
81,2642456,FALSE,2590,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
82,30730,PASS,7092,200,"","",arc,v1
83,33793,PASS,7058,200,"","",arc,v1
84,102891,PASS,2238,200,"","",arc,v1
85,59260,PASS,2334,200,"","",arc,v1
86,60393,PASS,2410,200,"","",arc,v1
87,112142,PASS,2432,200,"","",arc,v1
88,112174,PASS,2355,200,"","",arc,v1
89,112396,PASS,3134,200,"","",arc,v1
90,176447,PASS,2356,200,"","",arc,v1
91,129877,PASS,2416,200,"","",arc,v1
92,174711,PASS,2252,200,"","",arc,v1
93,179106,PASS,2380,200,"","",arc,v1
94,135231,PASS,2399,200,"","",arc,v1
95,189384,PASS,2288,200,"","",arc,v1
96,191829,PASS,2414,200,"","",arc,v1
97,210490,PASS,2359,200,"","",arc,v1
98,233334,PASS,2365,200,"","",arc,v1
99,236829,PASS,2290,200,"","",arc,v1
100,257356,PASS,2304,200,"","",arc,v1
101,2642456,FALSE,2802,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
102,30730,PASS,7001,200,"","",arc,v1
103,33793,PASS,7449,200,"","",arc,v1
104,102891,PASS,2349,200,"","",arc,v1
105,59260,PASS,2431,200,"","",arc,v1
106,60393,PASS,2630,200,"","",arc,v1
107,112142,PASS,2744,200,"","",arc,v1
108,112174,PASS,2515,200,"","",arc,v1
109,112396,PASS,2627,200,"","",arc,v1
110,176447,PASS,2479,200,"","",arc,v1
111,129877,PASS,2565,200,"","",arc,v1
112,174711,PASS,2432,200,"","",arc,v1
113,179106,PASS,2528,200,"","",arc,v1
114,135231,PASS,1244,200,"","",arc,v1
115,189384,PASS,1252,200,"","",arc,v1
116,191829,PASS,1063,200,"","",arc,v1
117,210490,PASS,1094,200,"","",arc,v1
118,233334,PASS,1050,200,"","",arc,v1
119,236829,PASS,1025,200,"","",arc,v1
120,257356,PASS,1048,200,"","",arc,v1
121,2642456,FALSE,1888,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
122,30730,PASS,6499,200,"","",arc,v1
123,33793,PASS,5516,200,"","",arc,v1
124,102891,PASS,1164,200,"","",arc,v1
125,59260,PASS,1112,200,"","",arc,v1
126,60393,PASS,1160,200,"","",arc,v1
127,112142,PASS,1109,200,"","",arc,v1
128,112174,PASS,1109,200,"","",arc,v1
129,112396,PASS,1133,200,"","",arc,v1
130,176447,PASS,1076,200,"","",arc,v1
131,129877,PASS,1129,200,"","",arc,v1
132,174711,PASS,1005,200,"","",arc,v1
133,179106,PASS,1488,200,"","",arc,v1
134,135231,PASS,1137,200,"","",arc,v1
135,189384,PASS,1051,200,"","",arc,v1
136,191829,PASS,1135,200,"","",arc,v1
137,210490,PASS,1206,200,"","",arc,v1
138,233334,PASS,1029,200,"","",arc,v1
139,236829,PASS,1058,200,"","",arc,v1
140,257356,PASS,1010,200,"","",arc,v1
141,2642456,FALSE,1633,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
142,30730,PASS,4804,200,"","",arc,v1
143,33793,PASS,4858,200,"","",arc,v1
144,102891,PASS,1140,200,"","",arc,v1
145,59260,PASS,1164,200,"","",arc,v1
146,60393,PASS,1147,200,"","",arc,v1
147,112142,PASS,1015,200,"","",arc,v1
148,112174,PASS,1023,200,"","",arc,v1
149,112396,PASS,1067,200,"","",arc,v1
150,176447,PASS,1006,200,"","",arc,v1
151,129877,PASS,1027,200,"","",arc,v1
152,174711,PASS,943,200,"","",arc,v1
153,179106,PASS,1024,200,"","",arc,v1
154,135231,PASS,1049,200,"","",arc,v1
155,189384,PASS,968,200,"","",arc,v1
156,191829,PASS,1012,200,"","",arc,v1
157,210490,PASS,960,200,"","",arc,v1
158,233334,PASS,909,200,"","",arc,v1
159,236829,PASS,944,200,"","",arc,v1
160,257356,PASS,896,200,"","",arc,v1
161,2642456,FALSE,1561,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
162,30730,PASS,5294,200,"","",arc,v1
163,33793,PASS,4951,200,"","",arc,v1
164,102891,PASS,1063,200,"","",arc,v1
165,59260,PASS,1052,200,"","",arc,v1
166,60393,PASS,1071,200,"","",arc,v1
167,112142,PASS,997,200,"","",arc,v1
168,112174,PASS,997,200,"","",arc,v1
169,112396,PASS,1055,200,"","",arc,v1
170,176447,PASS,961,200,"","",arc,v1
171,129877,PASS,1030,200,"","",arc,v1
172,174711,PASS,972,200,"","",arc,v1
173,179106,PASS,1818,200,"","",arc,v1
174,135231,PASS,1117,200,"","",arc,v1
175,189384,PASS,1832,200,"","",arc,v1
176,191829,PASS,983,200,"","",arc,v1
177,210490,PASS,1113,200,"","",arc,v1
178,233334,PASS,957,200,"","",arc,v1
179,236829,PASS,945,200,"","",arc,v1
180,257356,PASS,989,200,"","",arc,v1
181,2642456,FALSE,1603,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
182,30730,PASS,5385,200,"","",arc,v1
183,33793,PASS,5203,200,"","",arc,v1
184,102891,PASS,1095,200,"","",arc,v1
185,59260,PASS,1054,200,"","",arc,v1
186,60393,PASS,1123,200,"","",arc,v1
187,112142,PASS,1017,200,"","",arc,v1
188,112174,PASS,1030,200,"","",arc,v1
189,112396,PASS,1158,200,"","",arc,v1
190,176447,PASS,982,200,"","",arc,v1
191,129877,PASS,1037,200,"","",arc,v1
192,174711,PASS,968,200,"","",arc,v1
193,179106,PASS,990,200,"","",arc,v1
194,135231,PASS,1079,200,"","",arc,v1
195,189384,PASS,963,200,"","",arc,v1
196,191829,PASS,995,200,"","",arc,v1
197,210490,PASS,977,200,"","",arc,v1
198,233334,PASS,916,200,"","",arc,v1
199,236829,PASS,903,200,"","",arc,v1
200,257356,PASS,941,200,"","",arc,v1
201,2642456,FALSE,1592,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
202,30730,PASS,5584,200,"","",arc,v1
203,33793,PASS,5866,200,"","",arc,v1
204,102891,PASS,1078,200,"","",arc,v1
205,59260,PASS,1136,200,"","",arc,v1
206,60393,PASS,1101,200,"","",arc,v1
207,112142,PASS,997,200,"","",arc,v1
208,112174,PASS,1082,200,"","",arc,v1
209,112396,PASS,1060,200,"","",arc,v1
210,176447,PASS,974,200,"","",arc,v1
211,129877,PASS,1017,200,"","",arc,v1
212,174711,PASS,901,200,"","",arc,v1
213,179106,PASS,1027,200,"","",arc,v1
214,135231,PASS,1099,200,"","",arc,v1
215,189384,PASS,980,200,"","",arc,v1
216,191829,PASS,1103,200,"","",arc,v1
217,210490,PASS,1029,200,"","",arc,v1
218,233334,PASS,975,200,"","",arc,v1
219,236829,PASS,992,200,"","",arc,v1
220,257356,PASS,1220,200,"","",arc,v1
221,2642456,FALSE,1610,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
222,30730,PASS,5869,200,"","",arc,v1
223,33793,PASS,5567,200,"","",arc,v1
224,102891,PASS,1088,200,"","",arc,v1
225,59260,PASS,1076,200,"","",arc,v1
226,60393,PASS,1116,200,"","",arc,v1
227,112142,PASS,976,200,"","",arc,v1
228,112174,PASS,975,200,"","",arc,v1
229,112396,PASS,1054,200,"","",arc,v1
230,176447,PASS,988,200,"","",arc,v1
231,129877,PASS,1057,200,"","",arc,v1
232,174711,PASS,918,200,"","",arc,v1
233,179106,PASS,954,200,"","",arc,v1
234,135231,PASS,1074,200,"","",arc,v1
235,189384,PASS,973,200,"","",arc,v1
236,191829,PASS,995,200,"","",arc,v1
237,210490,PASS,982,200,"","",arc,v1
238,233334,PASS,922,200,"","",arc,v1
239,236829,PASS,927,200,"","",arc,v1
240,257356,PASS,948,200,"","",arc,v1
241,2642456,FALSE,1668,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
242,30730,PASS,5767,200,"","",arc,v1
243,33793,PASS,5767,200,"","",arc,v1
244,102891,PASS,1201,200,"","",arc,v1
245,59260,PASS,2434,200,"","",arc,v1
246,60393,PASS,1106,200,"","",arc,v1
247,112142,PASS,1053,200,"","",arc,v1
248,112174,PASS,984,200,"","",arc,v1
249,112396,PASS,1101,200,"","",arc,v1
250,176447,PASS,998,200,"","",arc,v1
251,129877,PASS,1102,200,"","",arc,v1
252,174711,PASS,965,200,"","",arc,v1
253,179106,PASS,996,200,"","",arc,v1
254,135231,PASS,1036,200,"","",arc,v1
255,189384,PASS,991,200,"","",arc,v1
256,191829,PASS,1051,200,"","",arc,v1
257,210490,PASS,1024,200,"","",arc,v1
258,233334,PASS,998,200,"","",arc,v1
259,236829,PASS,926,200,"","",arc,v1
260,257356,PASS,932,200,"","",arc,v1
261,2642456,FALSE,1857,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
262,30730,PASS,5917,200,"","",arc,v1
263,33793,PASS,5607,200,"","",arc,v1
264,102891,PASS,2175,200,"","",arc,v1
265,59260,PASS,1106,200,"","",arc,v1
266,60393,PASS,1055,200,"","",arc,v1
267,112142,PASS,982,200,"","",arc,v1
268,112174,PASS,1022,200,"","",arc,v1
269,112396,PASS,1078,200,"","",arc,v1
270,176447,PASS,1001,200,"","",arc,v1
271,129877,PASS,1056,200,"","",arc,v1
272,174711,PASS,982,200,"","",arc,v1
273,179106,PASS,994,200,"","",arc,v1
274,135231,PASS,1054,200,"","",arc,v1
275,189384,PASS,986,200,"","",arc,v1
276,191829,PASS,972,200,"","",arc,v1
277,210490,PASS,1001,200,"","",arc,v1
278,233334,PASS,974,200,"","",arc,v1
279,236829,PASS,936,200,"","",arc,v1
280,257356,PASS,938,200,"","",arc,v1
281,2642456,FALSE,1752,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
282,30730,PASS,5720,200,"","",arc,v1
283,33793,PASS,5821,200,"","",arc,v1
284,102891,PASS,1101,200,"","",arc,v1
285,59260,PASS,1074,200,"","",arc,v1
286,60393,PASS,1092,200,"","",arc,v1
287,112142,PASS,993,200,"","",arc,v1
288,112174,PASS,985,200,"","",arc,v1
289,112396,PASS,1098,200,"","",arc,v1
290,176447,PASS,979,200,"","",arc,v1
291,129877,PASS,1057,200,"","",arc,v1
292,174711,PASS,979,200,"","",arc,v1
293,179106,PASS,1079,200,"","",arc,v1
294,135231,PASS,1088,200,"","",arc,v1
295,189384,PASS,1001,200,"","",arc,v1
296,191829,PASS,1004,200,"","",arc,v1
297,210490,PASS,1002,200,"","",arc,v1
298,233334,PASS,917,200,"","",arc,v1
299,236829,PASS,1273,200,"","",arc,v1
300,257356,PASS,944,200,"","",arc,v1
301,2642456,FALSE,1789,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
302,30730,PASS,5973,200,"","",arc,v1
303,33793,PASS,6025,200,"","",arc,v1
304,102891,PASS,1089,200,"","",arc,v1
305,59260,PASS,1056,200,"","",arc,v1
306,60393,PASS,1130,200,"","",arc,v1
307,112142,PASS,1012,200,"","",arc,v1
308,112174,PASS,987,200,"","",arc,v1
309,112396,PASS,1072,200,"","",arc,v1
310,176447,PASS,1005,200,"","",arc,v1
311,129877,PASS,1036,200,"","",arc,v1
312,174711,PASS,988,200,"","",arc,v1
313,179106,PASS,981,200,"","",arc,v1
314,135231,PASS,1055,200,"","",arc,v1
315,189384,PASS,982,200,"","",arc,v1
316,191829,PASS,1001,200,"","",arc,v1
317,210490,PASS,977,200,"","",arc,v1
318,233334,PASS,950,200,"","",arc,v1
319,236829,PASS,921,200,"","",arc,v1
320,257356,PASS,917,200,"","",arc,v1
321,2642456,FALSE,1773,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
322,30730,PASS,6231,200,"","",arc,v1
323,33793,PASS,6048,200,"","",arc,v1
324,102891,PASS,1082,200,"","",arc,v1
325,59260,PASS,1100,200,"","",arc,v1
326,60393,PASS,1081,200,"","",arc,v1
327,112142,PASS,1024,200,"","",arc,v1
328,112174,PASS,1003,200,"","",arc,v1
329,112396,PASS,1087,200,"","",arc,v1
330,176447,PASS,981,200,"","",arc,v1
331,129877,PASS,1046,200,"","",arc,v1
332,174711,PASS,965,200,"","",arc,v1
333,179106,PASS,1071,200,"","",arc,v1
334,135231,PASS,1055,200,"","",arc,v1
335,189384,PASS,1012,200,"","",arc,v1
336,191829,PASS,990,200,"","",arc,v1
337,210490,PASS,976,200,"","",arc,v1
338,233334,PASS,952,200,"","",arc,v1
339,236829,PASS,934,200,"","",arc,v1
340,257356,PASS,960,200,"","",arc,v1
341,2642456,FALSE,1849,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
342,30730,PASS,6715,200,"","",arc,v1
343,33793,PASS,6263,200,"","",arc,v1
344,102891,PASS,1113,200,"","",arc,v1
345,59260,PASS,1446,200,"","",arc,v1
346,60393,PASS,1129,200,"","",arc,v1
347,112142,PASS,1048,200,"","",arc,v1
348,112174,PASS,1050,200,"","",arc,v1
349,112396,PASS,1162,200,"","",arc,v1
350,176447,PASS,1064,200,"","",arc,v1
351,129877,PASS,1053,200,"","",arc,v1
352,174711,PASS,988,200,"","",arc,v1
353,179106,PASS,998,200,"","",arc,v1
354,135231,PASS,1079,200,"","",arc,v1
355,189384,PASS,1065,200,"","",arc,v1
356,191829,PASS,1074,200,"","",arc,v1
357,210490,PASS,1075,200,"","",arc,v1
358,233334,PASS,1026,200,"","",arc,v1
359,236829,PASS,1057,200,"","",arc,v1
360,257356,PASS,970,200,"","",arc,v1
361,2642456,FALSE,2029,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
362,30730,PASS,6611,200,"","",arc,v1
363,33793,PASS,4944,200,"","",arc,v1
364,102891,PASS,1116,200,"","",arc,v1
365,59260,PASS,1115,200,"","",arc,v1
366,60393,PASS,1143,200,"","",arc,v1
367,112142,PASS,1069,200,"","",arc,v1
368,112174,PASS,1054,200,"","",arc,v1
369,112396,PASS,1146,200,"","",arc,v1
370,176447,PASS,1055,200,"","",arc,v1
371,129877,PASS,1075,200,"","",arc,v1
372,174711,PASS,1030,200,"","",arc,v1
373,179106,PASS,976,200,"","",arc,v1
374,135231,PASS,1105,200,"","",arc,v1
375,189384,PASS,1024,200,"","",arc,v1
376,191829,PASS,990,200,"","",arc,v1
377,210490,PASS,1160,200,"","",arc,v1
378,233334,PASS,943,200,"","",arc,v1
379,236829,PASS,959,200,"","",arc,v1
380,257356,PASS,990,200,"","",arc,v1
381,2642456,FALSE,1556,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
382,30730,PASS,4863,200,"","",arc,v1
383,33793,PASS,4723,200,"","",arc,v1
384,102891,PASS,1115,200,"","",arc,v1
385,59260,PASS,1058,200,"","",arc,v1
386,60393,PASS,1134,200,"","",arc,v1
387,112142,PASS,1046,200,"","",arc,v1
388,112174,PASS,1021,200,"","",arc,v1
389,112396,PASS,1136,200,"","",arc,v1
390,176447,PASS,1042,200,"","",arc,v1
391,129877,PASS,1091,200,"","",arc,v1
392,174711,PASS,978,200,"","",arc,v1
393,179106,PASS,1052,200,"","",arc,v1
394,135231,PASS,1096,200,"","",arc,v1
395,189384,PASS,1014,200,"","",arc,v1
396,191829,PASS,1007,200,"","",arc,v1
397,210490,PASS,1503,200,"","",arc,v1
398,233334,PASS,974,200,"","",arc,v1
399,236829,PASS,922,200,"","",arc,v1
400,257356,PASS,935,200,"","",arc,v1
401,2642456,FALSE,1608,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
402,30730,PASS,5047,200,"","",arc,v1
403,33793,PASS,4839,200,"","",arc,v1
404,102891,PASS,1221,200,"","",arc,v1
405,59260,PASS,1160,200,"","",arc,v1
406,60393,PASS,1271,200,"","",arc,v1
407,112142,PASS,1100,200,"","",arc,v1
408,112174,PASS,1175,200,"","",arc,v1
409,112396,PASS,1147,200,"","",arc,v1
410,176447,PASS,1127,200,"","",arc,v1
411,129877,PASS,1391,200,"","",arc,v1
412,174711,PASS,1033,200,"","",arc,v1
413,179106,PASS,1032,200,"","",arc,v1
414,135231,PASS,1455,200,"","",arc,v1
415,189384,PASS,1025,200,"","",arc,v1
416,191829,PASS,1048,200,"","",arc,v1
417,210490,PASS,1141,200,"","",arc,v1
418,233334,PASS,1012,200,"","",arc,v1
419,236829,PASS,1001,200,"","",arc,v1
420,257356,PASS,991,200,"","",arc,v1
421,2642456,FALSE,1635,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
422,30730,PASS,5046,200,"","",arc,v1
423,33793,PASS,4984,200,"","",arc,v1
424,102891,PASS,1100,200,"","",arc,v1
425,59260,PASS,1063,200,"","",arc,v1
426,60393,PASS,1152,200,"","",arc,v1
427,112142,PASS,1057,200,"","",arc,v1
428,112174,PASS,1107,200,"","",arc,v1
429,112396,PASS,1120,200,"","",arc,v1
430,176447,PASS,1077,200,"","",arc,v1
431,129877,PASS,1089,200,"","",arc,v1
432,174711,PASS,941,200,"","",arc,v1
433,179106,PASS,987,200,"","",arc,v1
434,135231,PASS,1088,200,"","",arc,v1
435,189384,PASS,981,200,"","",arc,v1
436,191829,PASS,990,200,"","",arc,v1
437,210490,PASS,1000,200,"","",arc,v1
438,233334,PASS,942,200,"","",arc,v1
439,236829,PASS,964,200,"","",arc,v1
440,257356,PASS,918,200,"","",arc,v1
441,2642456,FALSE,1558,200,"0002
0002
0002
0010
0010
0008
0350
","The IdPerson field is mandatory.
The EffectiveDate field is mandatory.
The employee -1 does not exist.
The field SalaryStartDate is mandatory.
The field SalaryEndDate is mandatory.
The IdCurrency with the identifier 15 cannot be found.
The number of payrolls must be between 12 and 15 (included).
",arc,v1
442,30730,PASS,5205,200,"","",arc,v1
443,33793,PASS,4815,200,"","",arc,v1
444,102891,PASS,1110,200,"","",arc,v1
445,59260,PASS,1067,200,"","",arc,v1
446,60393,PASS,1148,200,"","",arc,v1
447,112142,PASS,1490,200,"","",arc,v1
448,112174,PASS,1079,200,"","",arc,v1
449,112396,PASS,1126,200,"","",arc,v1
450,176447,PASS,978,200,"","",arc,v1
451,129877,PASS,1030,200,"","",arc,v1
452,174711,PASS,975,200,"","",arc,v1
453,179106,PASS,995,200,"","",arc,v1
454,135231,PASS,1045,200,"","",arc,v1
455,189384,PASS,1016,200,"","",arc,v1
456,191829,PASS,1030,200,"","",arc,v1
457,210490,PASS,1038,200,"","",arc,v1
458,233334,PASS,1009,200,"","",arc,v1
459,236829,PASS,959,200,"","",arc,v1
460,257356,PASS,953,200,"","",arc,v1
